run_id,epoch,train_mse,train_mae,validation_mse,validation_mae
gru-mse-0.0001-s42,24,0.0002703133103204891,0.013267468437552452,0.0005071285995654762,0.018107224255800247
gru-mse-0.0001-s42,25,0.00026305932318791746,0.012970805987715722,0.000500113470479846,0.01808030903339386
gru-mse-0.0001-s42,26,0.00025582378206308933,0.012722360119223595,0.0004915861645713449,0.01792093552649021
gru-mse-0.0001-s42,27,0.0002482553687877953,0.012532177790999412,0.0004808384692296386,0.017620425671339035
gru-mse-0.0001-s42,28,0.0002413862256798893,0.012374712154269218,0.0004708883061539382,0.01734091155230999
gru-mse-0.0001-s42,29,0.00023563025635667145,0.012239515706896782,0.00046254353947006166,0.01716683804988861
gru-mse-0.0001-s42,30,0.0002300649113021791,0.012064249143004418,0.0004550896701402962,0.01702251099050045
gru-mse-0.0001-s43,1,0.08457302004098892,0.2874011087417603,0.020886026322841644,0.1364220678806305
gru-mse-0.0001-s43,2,0.03133538141846657,0.17194755256175995,0.003323875367641449,0.04220575839281082
gru-mse-0.0001-s43,3,0.006733270157128573,0.07459215730428696,0.005351584404706955,0.06193917244672775
gru-mse-0.0001-s43,4,0.0016956090833991765,0.03173268966376781,0.015233359299600124,0.11384064704179764
gru-mse-0.0001-s43,5,0.005215256195515394,0.05983622670173645,0.02081872522830963,0.13660147786140442
gru-mse-0.0001-s43,6,0.007458162531256676,0.07522292494773865,0.018540184944868088,0.1285751760005951
gru-mse-0.0001-s43,7,0.005958943464793265,0.06436385557055474,0.012530308216810226,0.10334436595439911
gru-mse-0.0001-s43,8,0.0033136925142025573,0.04514152593910694,0.007135089486837387,0.07374527305364609
gru-mse-0.0001-s43,9,0.0017148274905048311,0.03451481893658638,0.003954791463911533,0.05268591642379761
gru-mse-0.0001-s43,10,0.0013451915560290218,0.031248025447130203,0.0025966335088014603,0.04443983733654022
gru-mse-0.0001-s43,11,0.0013759252522140741,0.030739345401525498,0.00223487033508718,0.04168981313705444
gru-mse-0.0001-s43,12,0.0012254904629662633,0.02876727655529976,0.002428652485832572,0.04216691851615906
gru-mse-0.0001-s43,13,0.0009289250755682587,0.024751288294792177,0.0030026501044631004,0.045795030891895294
gru-mse-0.0001-s43,14,0.0007422364898957313,0.021263860836625098,0.003691554768010974,0.05145604908466339
gru-mse-0.0001-s43,15,0.0007332696433877573,0.020918046571314335,0.0041213915683329105,0.05583055317401886
gru-mse-0.0001-s43,16,0.0007680084626190364,0.02158616542816162,0.0040709394961595535,0.05604638531804085
gru-mse-0.0001-s43,17,0.0007280012386036105,0.021019197404384612,0.003623483469709754,0.05258915200829506
gru-mse-0.0001-s43,18,0.0006256258074427023,0.01940759114921093,0.0030452292412519455,0.04747984930872917
gru-mse-0.0001-s43,19,0.0005308344459626824,0.01751301549375057,0.0025667226873338223,0.04300934821367264
gru-mse-0.0001-s43,20,0.00047264254884794355,0.016420918367803097,0.002283180831000209,0.040367987006902695
gru-mse-0.0001-s43,21,0.00043558943027164785,0.015832092538475992,0.0021828636527061462,0.039562199264764786
gru-mse-0.0001-s43,22,0.0004053062020102516,0.015347399786114692,0.0021992630790919065,0.0400671511888504
gru-mse-0.0001-s43,23,0.0003832177381264046,0.014927988350391387,0.0022450333926826715,0.0410514660179615
gru-mse-0.0001-s43,24,0.00037010405299952253,0.014602810591459275,0.0022457113955169916,0.04142620041966438
gru-mse-0.0001-s43,25,0.0003590311642619781,0.014451178535819054,0.0021725145634263754,0.04086438938975334
gru-mse-0.0001-s43,26,0.00034498449065722525,0.014292660877108574,0.002048331778496504,0.039618056267499924
gru-mse-0.0001-s43,27,0.0003299822215922177,0.014089969545602798,0.0019199070520699024,0.0382356122136116
gru-mse-0.0001-s43,28,0.0003174717660294846,0.013884723708033562,0.0018238341435790062,0.03719794377684593
gru-mse-0.0001-s43,29,0.0003078434689086862,0.013708439916372299,0.0017712102271616459,0.03668908402323723
gru-mse-0.0001-s43,30,0.00029996093828231095,0.013568724244832993,0.0017500021494925022,0.03657279163599014
gru-mse-0.0001-s44,1,0.0031478307861834763,0.04617362543940544,0.0021037193946540356,0.0390666201710701
gru-mse-0.0001-s44,2,0.002575387426186353,0.04122770354151726,0.0012567599769681692,0.02877194434404373
gru-mse-0.0001-s44,3,0.001476315469481051,0.029459804743528367,0.0009068434010259807,0.0250612311065197
gru-mse-0.0001-s44,4,0.0009443679242394865,0.025192628875374795,0.0007541171507909894,0.022230153903365135
gru-mse-0.0001-s44,5,0.0007080197578761727,0.021641812324523925,0.0009155700099654496,0.023876920342445374
gru-mse-0.0001-s44,6,0.0006106412771623582,0.01968243159353733,0.0007569493027403951,0.021706746891140938
gru-mse-0.0001-s44,7,0.0005039401305839419,0.018361985310912134,0.0006208719569258392,0.019549420103430748
gru-mse-0.0001-s44,8,0.0004721689235884696,0.017205493301153185,0.0007965000113472342,0.022107843309640884
gru-mse-0.0001-s44,9,0.00048075945931486786,0.017524798810482026,0.0007207933231256902,0.020769700407981873
gru-mse-0.0001-s44,10,0.00040813333122059704,0.015795242860913276,0.0006422512233257294,0.02023989148437977
gru-mse-0.0001-s44,11,0.0003900437871925533,0.015434475615620613,0.0007080288487486541,0.020950922742486
gru-mse-0.0001-s44,12,0.00037826913059689103,0.015262349396944047,0.0006692625465802848,0.020780345425009727
gru-mse-0.0001-s44,13,0.0003392712806817144,0.014511859193444252,0.000640546903014183,0.020421061664819717
gru-mse-0.0001-s44,14,0.00033474232768639924,0.014448049366474152,0.0006457346025854349,0.020405257120728493
gru-mse-0.0001-s44,15,0.00031596193672157825,0.01395425658673048,0.0006129980902187526,0.019847219809889793
gru-mse-0.0001-s44,16,0.00029670967254787685,0.01366300918161869,0.0005953152431175113,0.019469603896141052
gru-mse-0.0001-s44,17,0.0002877769665792584,0.013400102928280831,0.0005876377690583467,0.01929418370127678
gru-mse-0.0001-s44,18,0.00027341299690306184,0.013062388449907304,0.000575393729377538,0.018971620127558708
gru-mse-0.0001-s44,19,0.0002620864432537928,0.012822749614715577,0.0005765077657997608,0.018977155908942223
gru-mse-0.0001-s44,20,0.00025283374707214535,0.012603135779500008,0.0005798388738185167,0.018951330333948135
gru-mse-0.0001-s44,21,0.00024155909370165318,0.01231816902756691,0.0005864707636646926,0.018959639593958855
gru-mse-0.0001-s44,22,0.00023362759151495993,0.012130880579352379,0.0005936357192695141,0.019094686955213547
gru-mse-0.0001-s44,23,0.00022501380066387356,0.01190111219882965,0.000600583793129772,0.01922541670501232
gru-mse-0.0001-s44,24,0.00021798512840177865,0.011736228838562965,0.0006038000574335456,0.01928761415183544
gru-mse-0.0001-s44,25,0.00021137756848474965,0.011550545021891593,0.0006070037488825619,0.01931268535554409
gru-mse-0.0001-s44,26,0.00020509390451479704,0.011359779480844736,0.0006078277947381139,0.019304713234305382
gru-mse-0.0001-s44,27,0.00019971518951933831,0.011203283015638589,0.0006095016724430025,0.019298680126667023
gru-mse-0.0001-s44,28,0.00019445453508524225,0.011020716968923807,0.000611842842772603,0.01931156776845455
gru-mse-0.0001-s44,29,0.00018989875345141628,0.010870532933622598,0.0006148379761725664,0.019358329474925995
gru-mse-0.0001-s44,30,0.00018548264488345013,0.010701590199023486,0.000619108381215483,0.01942676678299904
gru-mse-0.001-s42,1,0.07022137440741062,0.2596139430999756,0.008594903163611889,0.0903448686003685
gru-mse-0.001-s42,2,0.028926541209220887,0.1591292428970337,0.001547116320580244,0.034876544028520584
gru-mse-0.001-s42,3,0.00477937025949359,0.058504119515419006,0.01983274333178997,0.13455531001091003
gru-mse-0.001-s42,4,0.01039798466488719,0.07820784986019134,0.0016183442203328013,0.03289210423827171
gru-mse-0.001-s42,5,0.004689781898632645,0.056222298443317414,0.001178625039756298,0.03149678185582161
gru-mse-0.001-s42,6,0.0009483045735396445,0.024063276797533034,0.0019911101553589106,0.04244641587138176
gru-mse-0.001-s42,7,0.0021381360571831464,0.04158252060413361,0.0010744509054347873,0.02902236022055149
gru-mse-0.001-s42,8,0.0005750732903834433,0.02024133287370205,0.0009947908110916615,0.026595380157232285
gru-mse-0.001-s42,9,0.0012382199172861874,0.029062119275331498,0.0009637086768634617,0.02585885301232338
gru-mse-0.001-s42,10,0.0008075305947568268,0.02349290832877159,0.0003927856159862131,0.01663641631603241
gru-mse-0.001-s42,11,0.0006188875064253807,0.02089130498468876,0.0003438609419390559,0.015528052113950253
gru-mse-0.001-s42,12,0.00030284279288025575,0.01435670755803585,0.0003404846356716007,0.015746602788567543
gru-mse-0.001-s42,13,0.0004372170026181266,0.015539827831089497,0.00023469171719625592,0.01266343891620636
gru-mse-0.001-s42,14,0.00029970388568472116,0.013499541804194451,0.000249973643803969,0.011806478723883629
gru-mse-0.001-s42,15,0.00032952164532616733,0.015395021066069603,0.00020196901459712535,0.010670519433915615
gru-mse-0.001-s42,16,0.0002596607955638319,0.013593863137066365,0.00017192277300637215,0.010451753623783588
gru-mse-0.001-s42,17,0.00025701659033074977,0.01264930035918951,0.0001638427347643301,0.01027408055961132
gru-mse-0.001-s42,18,0.00024046877631917597,0.012671881541609763,0.00020434593898244202,0.010671989992260933
gru-mse-0.001-s42,19,0.00024493680684827267,0.013051637038588524,0.0001618011447135359,0.01032338198274374
gru-mse-0.001-s42,20,0.00022296549956081436,0.012015362307429313,0.00016294512897729874,0.010226631537079811
gru-mse-0.001-s42,21,0.0002212652430171147,0.011826717779040336,0.0001703680318314582,0.010540342889726162
gru-mse-0.001-s42,22,0.00021781034243758768,0.011868540272116661,0.00016645116556901485,0.010488034226000309
gru-mse-0.001-s42,23,0.00020846699248068036,0.01152725838124752,0.00016295636305585504,0.010317723266780376
gru-mse-0.001-s42,24,0.00020883109857095406,0.011349395141005516,0.0001656306703807786,0.010447424836456776
gru-mse-0.001-s42,25,0.0002036854429752566,0.011389492973685265,0.00016859496827237308,0.010476182214915752
gru-mse-0.001-s42,26,0.00019886348047293723,0.011244179829955101,0.00016426161164417863,0.010360317304730415
gru-mse-0.001-s42,27,0.00019684447237523274,0.01106332205235958,0.00016710377531126142,0.010410078801214695
gru-mse-0.001-s42,28,0.00019398745062062516,0.01109138585627079,0.00016974001482594758,0.010446608997881413
gru-mse-0.001-s42,29,0.00019099749624729156,0.010984321609139442,0.00016660302935633808,0.010386582463979721
gru-mse-0.001-s42,30,0.0001886320108314976,0.010826570764183998,0.00016787280037533492,0.01041637547314167
gru-mse-0.001-s43,1,0.03336669221520424,0.14736526906490327,0.030336903408169746,0.16248178482055664
gru-mse-0.001-s43,2,0.026762230917811394,0.1385030698776245,0.0036817758809775114,0.04811853915452957
gru-mse-0.001-s43,3,0.0015946126263588667,0.033521387055516244,0.013225852511823177,0.10647286474704742
gru-mse-0.001-s43,4,0.009226160502876155,0.08379102356731892,0.0023644238244742155,0.04119156301021576
gru-mse-0.001-s43,5,0.0022444142028689384,0.04081368386745453,0.0016397195868194103,0.03419141843914986
gru-mse-0.001-s43,6,0.001230782230850309,0.02865849167108536,0.0004998493823222816,0.01893075555562973
gru-mse-0.001-s43,7,0.0005509262206032872,0.020436543300747873,0.0019447153899818659,0.041455838829278946
gru-mse-0.001-s43,8,0.0008893181104213,0.02487396538257599,0.00034352499642409384,0.015021595172584057
gru-mse-0.001-s43,9,0.00044892760808579624,0.016871478483080862,0.00020884914556518197,0.012421607039868832
gru-mse-0.001-s43,10,0.0007025835616514087,0.02084725834429264,0.00019049346155952662,0.010207736864686012
gru-mse-0.001-s43,11,0.00032211650395765903,0.013708790466189384,0.0006493768887594342,0.022819284349679947
gru-mse-0.001-s43,12,0.00033191626193001866,0.015354409515857696,0.0002860386739484966,0.013469493947923183
gru-mse-0.001-s43,13,0.00029234469577204435,0.013105422481894493,0.00013837961887475103,0.00839977152645588
gru-mse-0.001-s43,14,0.00034786990901920946,0.013612375184893609,0.00022768801136408,0.01170302927494049
gru-mse-0.001-s43,15,0.0002532920625526458,0.011949193850159644,0.00041622843127697706,0.01686597429215908
gru-mse-0.001-s43,16,0.0002632756280945614,0.012967100515961647,0.00028366982587613165,0.013478768989443779
gru-mse-0.001-s43,17,0.00025292438047472385,0.012526455000042916,0.0002050875045824796,0.010999840684235096
gru-mse-0.001-s43,18,0.00025059083418454975,0.011972573921084403,0.0002768512349575758,0.013333534821867943
gru-mse-0.001-s43,19,0.0002395594969857484,0.011879860833287239,0.0003306412254460156,0.014755267649888992
gru-mse-0.001-s43,20,0.00024074548447970302,0.012156856432557105,0.000254020415013656,0.012651069089770317
gru-mse-0.001-s43,21,0.00023420044570229948,0.011726447120308877,0.000236033127293922,0.01208009384572506
gru-mse-0.001-s43,22,0.00022820037178462372,0.01137342743575573,0.0002855185011867434,0.013453913852572441
gru-mse-0.001-s43,23,0.0002247738162986934,0.011455001756548882,0.00028208966250531375,0.013345558196306229
gru-mse-0.001-s43,24,0.00022083470539655537,0.011368448361754418,0.0002518381515983492,0.012512283399701118
gru-mse-0.001-s43,25,0.00021831208374351263,0.011123983338475227,0.00027188219246454537,0.01307012140750885
gru-mse-0.001-s43,26,0.00021399157296400517,0.01106085054576397,0.00029182041180320084,0.013624672777950764
gru-mse-0.001-s43,27,0.00021110695670358836,0.011065532341599465,0.0002763474767562002,0.01320676039904356
gru-mse-0.001-s43,28,0.0002088630589423701,0.010920659825205802,0.00027935794787481427,0.013297060504555702
gru-mse-0.001-s43,29,0.00020581269229296594,0.01081271968781948,0.0002952686627395451,0.013711667619645596
gru-mse-0.001-s43,30,0.00020305974612710997,0.010799645259976388,0.00028931847191415727,0.01356977503746748
gru-mse-0.001-s44,1,0.017382053742185235,0.10614528276026249,0.0066914185881614685,0.07871903479099274
gru-mse-0.001-s44,2,0.009344473052769899,0.09093104511499404,0.01286791730672121,0.11200403422117233
gru-mse-0.001-s44,3,0.012942738188430667,0.10551418825984,0.0005057291709817946,0.01982313022017479
gru-mse-0.001-s44,4,0.003915777467191219,0.05018662810325623,0.0016936553874984384,0.039028916507959366
gru-mse-0.001-s44,5,0.0009294911148026585,0.02620797321200371,0.0025386488996446133,0.04571403190493584
gru-mse-0.001-s44,6,0.0022403675224632025,0.043143570125103,0.0004817853041458875,0.017244303598999977
gru-mse-0.001-s44,7,0.0005753261502832174,0.018796604722738267,0.001628458732739091,0.03575463965535164
gru-mse-0.001-s44,8,0.001124096061976161,0.02831199198961258,0.0004487044643610716,0.016649870201945305
gru-mse-0.001-s44,9,0.0006896244524978102,0.02168041706085205,0.0006676067714579403,0.020181354135274887
gru-mse-0.001-s44,10,0.00038362310617230834,0.015439950376749039,0.00044537452049553394,0.017064061015844345
gru-mse-0.001-s44,11,0.0004432034608907998,0.01804695375263691,0.00037208260619081557,0.015186961740255356
gru-mse-0.001-s44,12,0.00028530823154142125,0.013789015710353852,0.0003500398015603423,0.015226529911160469
gru-mse-0.001-s44,13,0.00037049534032121303,0.014973017945885658,0.00024938807473517954,0.012556923553347588
gru-mse-0.001-s44,14,0.0002507313422393054,0.011909375935792922,0.0002721961645875126,0.01233028993010521
gru-mse-0.001-s44,15,0.0002422911871690303,0.01216983787715435,0.00024163068155758083,0.011954826302826405
gru-mse-0.001-s44,16,0.0002468057250371203,0.011922054439783097,0.00027070497162640095,0.01317698322236538
gru-mse-0.001-s44,17,0.00022696478059515358,0.01138232409954071,0.0002755268069449812,0.01216986682265997
gru-mse-0.001-s44,18,0.0002164939307840541,0.01121228851377964,0.00027886443422175944,0.012183079496026039
gru-mse-0.001-s44,19,0.0002100777011946775,0.011310626938939094,0.0002862525579985231,0.012839206494390965
gru-mse-0.001-s44,20,0.00020558725664159282,0.01096426635980606,0.00029003419331274927,0.012466572225093842
gru-mse-0.001-s44,21,0.0001983888418180868,0.01076187863945961,0.0002874003548640758,0.012380273081362247
gru-mse-0.001-s44,22,0.0001941998503752984,0.01076353333890438,0.0002788422571029514,0.012388303875923157
gru-mse-0.001-s44,23,0.00019113179965643212,0.010535405203700065,0.00027658819453790784,0.012044445611536503
gru-mse-0.001-s44,24,0.00018588588485727087,0.010426504909992218,0.00027389638125896454,0.011939873918890953
gru-mse-0.001-s44,25,0.00018282479752087965,0.010369457229971886,0.00027080546715296805,0.012050910852849483
gru-mse-0.001-s44,26,0.0001811794441891834,0.010271191149950027,0.0002737232716754079,0.011966042220592499
gru-mse-0.001-s44,27,0.00017780832393327729,0.010276796743273735,0.00027534313267096877,0.012027964927256107
gru-mse-0.001-s44,28,0.00017551201570313425,0.010227783694863319,0.00027609767857939005,0.012093127705156803
gru-mse-0.001-s44,29,0.00017368680768413468,0.010174798760563136,0.00027973990654572845,0.01216492522507906
gru-mse-0.001-s44,30,0.00017137615534011276,0.010181154552847148,0.00027937148115597665,0.012159830890595913
gru-mae-0.0001-s42,1,0.03503554983064532,0.15249432921409606,0.011350010521709919,0.10283928364515305
gru-mae-0.0001-s42,2,0.010155016407370567,0.09269119441509246,0.00723056448623538,0.08063272386789322
gru-mae-0.0001-s42,3,0.0058923295140266415,0.07136301398277282,0.005627722013741732,0.07096316665410995
gru-mae-0.0001-s42,4,0.0037100260332226754,0.055659099817276,0.004815074149519205,0.06596921384334564
gru-mae-0.0001-s42,5,0.0028864373406395317,0.044551180973649025,0.00499538192525506,0.06160752475261688
gru-mae-0.0001-s42,6,0.0032273973076371474,0.045367118082940576,0.0035570026375353336,0.050282251089811325
gru-mae-0.0001-s42,7,0.001908640805631876,0.03379941664636135,0.0015005602035671473,0.03476618230342865
gru-mae-0.0001-s42,8,0.0010404565837234259,0.027690754011273383,0.0011885007843375206,0.02919716387987137
gru-mae-0.0001-s42,9,0.0005495107173919678,0.018660344742238523,0.0010595754720270634,0.0264019425958395
gru-mae-0.0001-s42,10,0.0006865340610966086,0.02151338502764702,0.000759446294978261,0.021666357293725014
gru-mae-0.0001-s42,11,0.0004387262917589396,0.0166305735334754,0.0007541003287769854,0.022886577993631363
gru-mae-0.0001-s42,12,0.0005548285006079823,0.017831272445619106,0.0005297248717397451,0.017915617674589157
gru-mae-0.0001-s42,13,0.0004030850878916681,0.01669502004981041,0.0004966409760527313,0.017130089923739433
gru-mae-0.0001-s42,14,0.0003628301282878965,0.014634399935603141,0.0006773759378120303,0.021560972556471825
gru-mae-0.0001-s42,15,0.0004172243643552065,0.015378505513072014,0.000469340942800045,0.01671203412115574
gru-mae-0.0001-s42,16,0.0003515791826066561,0.01581667385995388,0.0004406090301927179,0.016682391986250877
gru-mae-0.0001-s42,17,0.00031398419523611667,0.01342270866036415,0.0004376671276986599,0.016940494999289513
gru-mae-0.0001-s42,18,0.00027394610922783615,0.013623883686959744,0.00044625034206546843,0.016257761046290398
gru-mae-0.0001-s42,19,0.00026184460031799975,0.01263566605746746,0.00046897929860278964,0.017694635316729546
gru-mae-0.0001-s42,20,0.0003116599065833725,0.014458617195487022,0.0004218804824631661,0.01564263552427292
gru-mae-0.0001-s42,21,0.00025102424842771143,0.012253378219902515,0.00039902442949824035,0.0158745925873518
gru-mae-0.0001-s42,22,0.0003499722803826444,0.015907436832785605,0.00039910024497658014,0.01597757078707218
gru-mae-0.0001-s42,23,0.0002053720544790849,0.01090147415176034,0.0005299245822243392,0.018627874553203583
gru-mae-0.0001-s42,24,0.0002989685453940183,0.012879735473543406,0.00039025547448545694,0.01597570814192295
gru-mae-0.0001-s42,25,0.00022391092556063087,0.011893013659864664,0.0003939948801416904,0.01519973948597908
gru-mae-0.0001-s42,26,0.00024027955485507845,0.011806310806423425,0.0003663891984615475,0.01525067538022995
gru-mae-0.0001-s42,27,0.00021733117784606293,0.011578102055937052,0.00034248927840963006,0.013553713448345661
gru-mae-0.0001-s42,28,0.00020325070443504955,0.010667104069143533,0.000316186691634357,0.013191609643399715
gru-mae-0.0001-s42,29,0.00017563845416589173,0.010019808057695628,0.0003115111612714827,0.01285578589886427
gru-mae-0.0001-s42,30,0.0001764406952133868,0.009887440148741006,0.0003319030802231282,0.013710354454815388
gru-mae-0.0001-s43,1,0.08455682188272476,0.28737176656723024,0.02075166255235672,0.13587172329425812
gru-mae-0.0001-s43,2,0.030749287754297257,0.17018604159355163,0.002932010218501091,0.04035310819745064
gru-mae-0.0001-s43,3,0.00522197618149221,0.06438959553837777,0.009046097286045551,0.08158725500106812
gru-mae-0.0001-s43,4,0.0029756685066968202,0.041677943766117095,0.02075864002108574,0.13611836731433868
gru-mae-0.0001-s43,5,0.007567235231399536,0.07562768578529358,0.017749249935150146,0.1252097487449646
gru-mae-0.0001-s43,6,0.005264868163503706,0.0574585984647274,0.008609353564679623,0.0817294642329216
gru-mae-0.0001-s43,7,0.002283214833587408,0.04211077779531479,0.0033535100519657135,0.05031929165124893
gru-mae-0.0001-s43,8,0.001821371540427208,0.03609024345874787,0.002389941131696105,0.04405811429023743
gru-mae-0.0001-s43,9,0.0014425782160833477,0.031549489498138426,0.0030253243166953325,0.04621494933962822
gru-mae-0.0001-s43,10,0.0008116454485571012,0.022361034527420998,0.004705348983407021,0.059987232089042664
gru-mae-0.0001-s43,11,0.0009152823768090457,0.023339240774512292,0.004776033107191324,0.0622967965900898
gru-mae-0.0001-s43,12,0.0008339427952887491,0.022617805525660516,0.00308073777705431,0.04875631630420685
gru-mae-0.0001-s43,13,0.000493513765395619,0.01681254930794239,0.0016957445768639445,0.03445526957511902
gru-mae-0.0001-s43,14,0.0004369752726051956,0.015982992835342883,0.0015853765653446317,0.03366914764046669
gru-mae-0.0001-s43,15,0.00036206492310157044,0.014427938908338546,0.0025027678348124027,0.045803558081388474
gru-mae-0.0001-s43,16,0.000429777895915322,0.015696788132190706,0.001981460489332676,0.040164534002542496
gru-mae-0.0001-s43,17,0.0003069025004515424,0.013432765938341617,0.001067012781277299,0.027150958776474
gru-mae-0.0001-s43,18,0.0003499403447494842,0.014051923174411058,0.0016656476072967052,0.03644319623708725
gru-mae-0.0001-s43,19,0.0003000541339861229,0.013187572676688433,0.001909546204842627,0.03970280662178993
gru-mae-0.0001-s43,20,0.00027674549113726243,0.012826918456703425,0.0015253692399710417,0.034568678587675095
gru-mae-0.0001-s43,21,0.00024792476135189647,0.011702816355973483,0.0012582119088619947,0.0304454006254673
gru-mae-0.0001-s43,22,0.00025713805633131414,0.011838738713413477,0.0014557365793734789,0.0334404781460762
gru-mae-0.0001-s43,23,0.00023910638847155497,0.011499376837164163,0.0016313813393935561,0.03579892963171005
gru-mae-0.0001-s43,24,0.00022197597936610692,0.01106105649843812,0.0013824567431584,0.031940754503011703
gru-mae-0.0001-s43,25,0.0002253948884026613,0.010908503029495477,0.001568114385008812,0.034577835351228714
gru-mae-0.0001-s43,26,0.0002139016499859281,0.01066290171816945,0.001380409114062786,0.0317055769264698
gru-mae-0.0001-s43,27,0.00021818352783157025,0.01060585955157876,0.0014048396842554212,0.032104287296533585
gru-mae-0.0001-s43,28,0.0002094595248127007,0.010205120015889406,0.0013044166844338179,0.030635304749011993
gru-mae-0.0001-s43,29,0.00021139752714589122,0.010203753281384707,0.0014420809457078576,0.03271498903632164
gru-mae-0.0001-s43,30,0.00020184625162073645,0.010050294455140829,0.0015738726360723376,0.034729573875665665
gru-mae-0.0001-s44,1,0.0030966581916436553,0.048571598902344706,0.0014157945988699794,0.03317644074559212
gru-mae-0.0001-s44,2,0.003702287934720516,0.046736228168010714,0.0020550438202917576,0.034394122660160065
gru-mae-0.0001-s44,3,0.0019281264278106392,0.03452190712094307,0.0015710903098806739,0.03362581506371498
gru-mae-0.0001-s44,4,0.001874551575165242,0.036576301902532575,0.0010813098633661866,0.0275433212518692
gru-mae-0.0001-s44,5,0.00134831752628088,0.02799027591943741,0.001647766912356019,0.031803831458091736
gru-mae-0.0001-s44,6,0.0011809752590488643,0.026671165153384208,0.0008951829513534904,0.023965606465935707
gru-mae-0.0001-s44,7,0.0006848210142925381,0.0215025981515646,0.000704569392837584,0.021350247785449028
gru-mae-0.0001-s44,8,0.0006248129135929048,0.0206491781771183,0.0007081765797920525,0.02137678489089012
gru-mae-0.0001-s44,9,0.0005329890572465956,0.018435748517513274,0.0009183979709632695,0.023973364382982254
gru-mae-0.0001-s44,10,0.0005566089553758501,0.01848789468407631,0.0006889867363497615,0.021193254739046097
gru-mae-0.0001-s44,11,0.0004474152880720794,0.016587775945663453,0.0007062863442115486,0.02123165689408779
gru-mae-0.0001-s44,12,0.0005702847568318248,0.01888690158724785,0.0009163707727566361,0.023564549162983894
gru-mae-0.0001-s44,13,0.0004256317461840808,0.01584265984594822,0.000662893638946116,0.02078104019165039
gru-mae-0.0001-s44,14,0.00045331613393500447,0.016650580018758774,0.0008597522974014282,0.022535284981131554
gru-mae-0.0001-s44,15,0.00041303550708107653,0.015552972704172134,0.0006376724340952933,0.02005785144865513
gru-mae-0.0001-s44,16,0.0004056628479156643,0.016204240918159484,0.0006188822444528341,0.019877124577760696
gru-mae-0.0001-s44,17,0.00037120931840036066,0.01465434893965721,0.0006377350073307753,0.019771192222833633
gru-mae-0.0001-s44,18,0.0003309861093293875,0.0134890366345644,0.0005784256500191987,0.01904626190662384
gru-mae-0.0001-s44,19,0.00033568388840649277,0.01377093181014061,0.0006830692873336375,0.020265161991119385
gru-mae-0.0001-s44,20,0.00032336586446035653,0.013414936065673828,0.0006062669563107193,0.01936287246644497
gru-mae-0.0001-s44,21,0.00030031659989617767,0.013691986128687859,0.0006395115633495152,0.02015431970357895
