id,kind,stage,loss,learning_rate,seed,epochs,alpha,train_n,train_mae,train_mse,train_rmse,train_bias,validation_n,validation_mae,validation_mse,validation_rmse,validation_bias
US-natural/rnn-huber-0.001-s43,rnn,base,huber,0.001,43,30,,205,0.013538269118986422,0.00038437801058701363,0.019605560705754213,-0.0015198289000619735,200,0.016290088983839587,0.00044536371675261527,0.021103642262714162,-0.004232055708757419
US-natural/rnn-huber-0.001-s44,rnn,base,huber,0.001,44,30,,205,0.015317180788514661,0.0004445244819825414,0.02108374923922549,-0.005227533138837274,200,0.01600393952640462,0.0004390649067853601,0.0209538756984325,-0.004572751983991642
US-natural/lstm-mse-0.0001-s42,lstm,base,mse,0.0001,42,30,,205,0.01739894687057941,0.000560316911229546,0.023671014157182747,0.0040733803593317654,200,0.029612579296963624,0.0014508280811917598,0.03808973721610271,0.020093513842680676
US-natural/lstm-mse-0.0001-s43,lstm,base,mse,0.0001,43,30,,205,0.013961796011851062,0.0003677987965050161,0.0191780811476283,-0.00024830790891104785,200,0.027148056730064037,0.001170377416922235,0.03421077925043852,-0.009104071013620872
US-natural/lstm-mse-0.0001-s44,lstm,base,mse,0.0001,44,30,,205,0.014977148595802214,0.0004007700369035621,0.020019241666545767,0.00012071578631362123,200,0.019990591641819853,0.0007167958621138135,0.026773043572104638,0.0028087880313482096
US-natural/lstm-mse-0.001-s42,lstm,base,mse,0.001,42,30,,205,0.014866058863157033,0.00039727575909756616,0.01993177762011121,-0.005608727048540505,200,0.01983400859003956,0.0006870396875243185,0.026211441919976826,0.004580561131247501
US-natural/lstm-mse-0.001-s43,lstm,base,mse,0.001,43,30,,205,0.04107373283273999,0.0025333370416186418,0.050332266406537284,-0.04009200619097842,200,0.03817515697838979,0.0021961962456562263,0.04686359189878883,-0.03209458706527092
US-natural/lstm-mse-0.001-s44,lstm,base,mse,0.001,44,30,,205,0.01352774635867069,0.0003512274532839962,0.01874106329117951,-0.0023101951760703,200,0.018219161922030134,0.0005721362255034531,0.02391936925387986,-0.0061713114157233425
US-natural/lstm-mae-0.0001-s42,lstm,base,mae,0.0001,42,30,,205,0.018103903579506458,0.000625702923225985,0.025014054513932463,0.010083635340646028,200,0.029022484193205144,0.0013268380367643837,0.03642578807334693,0.02136175126210712
US-natural/lstm-mae-0.0001-s43,lstm,base,mae,0.0001,43,30,,205,0.016724360516379592,0.0005521888242630434,0.02349869835252675,0.01194046320375194,200,0.02563372991819597,0.001078460855401863,0.03283992776182467,4.159516096971516e-05
US-natural/lstm-mae-0.0001-s44,lstm,base,mae,0.0001,44,30,,205,0.018628899293634798,0.0005873939686525004,0.024236211928692578,-0.0111665332932511,200,0.021589876890507273,0.0008337328363768981,0.02887443222605248,-0.010648555696002024
US-natural/lstm-mae-0.001-s42,lstm,base,mae,0.001,42,30,,205,0.015426185541356987,0.00047231873459670747,0.02173289521892349,0.0001453508948194285,200,0.019223281334848387,0.0006287968406314085,0.025075821833619102,0.0012452580444600391
US-natural/lstm-mae-0.001-s43,lstm,base,mae,0.001,43,30,,205,0.015304738575177342,0.0004934593660315107,0.02221394530540468,-0.00038116540823719523,200,0.017695306857526356,0.000564915787992406,0.02376795716910492,0.0006935633197512436
US-natural/lstm-mae-0.001-s44,lstm,base,mae,0.001,44,30,,205,0.014001818851393436,0.0004142991745586887,0.020354340435363872,-0.0024462450311164563,200,0.015730866119999617,0.00041999890179176945,0.020493874738364375,-0.005059990897766133
US-natural/lstm-huber-0.0001-s42,lstm,base,huber,0.0001,42,30,,205,0.023065327074285522,0.0009086961748232851,0.03014458781976103,0.018587019538276562,200,0.035405891730039885,0.0018862412726878275,0.04343087925299035,0.03058787688986324
US-natural/lstm-huber-0.0001-s43,lstm,base,huber,0.0001,43,30,,205,0.01521952337215204,0.0004706466485295342,0.021694392098640013,0.009427447679108717,200,0.02585605759845103,0.0010881657844088108,0.03298735794829302,-0.002364180289200325
US-natural/lstm-huber-0.0001-s44,lstm,base,huber,0.0001,44,30,,205,0.014247303291094084,0.00040841096981674845,0.020209180335103858,-0.0008564357820293788,200,0.019725610662051724,0.0006882097082733667,0.026233751319118787,-0.0006682305186901285
US-natural/lstm-huber-0.001-s42,lstm,base,huber,0.001,42,30,,205,0.023889416525838703,0.0008436773979214195,0.029046125351265346,0.021643689736629893,200,0.023159880362753314,0.0008616379244244292,0.029353669692636884,0.019132350035020333
US-natural/lstm-huber-0.001-s43,lstm,base,huber,0.001,43,30,,205,0.015023192877254834,0.0005232743836479549,0.022875191445055818,0.0030867903409721393,200,0.01723293202454317,0.0005628248864315603,0.023723930669928207,0.003360107507565241
US-natural/lstm-huber-0.001-s44,lstm,base,huber,0.001,44,30,,205,0.01315455001253871,0.00038290901113234636,0.01956806099572327,0.00210680778824023,200,0.015311687032025885,0.00041611840164934257,0.020398980407102276,-0.0017945287525568203
US-natural/gru-mse-0.0001-s42,gru,base,mse,0.0001,42,30,,205,0.015122361513814905,0.0004330440042453418,0.020809709374360368,-0.0013959638335569132,200,0.02411186989466823,0.0009503995518286066,0.030828550920025524,-0.01480199100076296
US-natural/gru-mse-0.0001-s43,gru,base,mse,0.0001,43,30,,205,0.016104629676787892,0.00046815429199762267,0.021636873433969674,-0.00624230666831451,200,0.025719100051016124,0.0012624717785337982,0.03553127887557382,-0.016398294471195715
US-natural/gru-mse-0.0001-s44,gru,base,mse,0.0001,44,30,,205,0.017265872771187202,0.0005231481322967054,0.022872431709302476,0.0037849832855860375,200,0.025440973707925675,0.0012417232151860811,0.03523809323993114,-0.009747191980472582
US-natural/gru-mse-0.001-s42,gru,base,mse,0.001,42,30,,205,0.01418544583329564,0.00037319577680917595,0.019318275720394303,-0.004826596498946836,200,0.017808809068278357,0.0005209991858916336,0.022825406587652138,-0.008178479388347645
