namespace,concept,unit,period_kind,partition,raw_rows,invalid_rows,unique_keys,unique_admissible,duplicates,conflicting_rows,ambiguous_keys,publications,first_filed,last_filed,first_start,last_start,first_end,last_end,duration_min_days,duration_max_days,assets_with_raw_rows,assets_with_admissible_facts
us-gaap,ProceedsFromSaleOfPropertyPlantAndEquipment,USD,stock_without_start,validation_filed_2023,164,0,2,2,162,0,0,2,2023-06-30,2023-12-14,,,2021-09-21,2021-12-22,,,2,2
us-gaap,PropertyPlantAndEquipmentNet,CAD,stock_without_start,development_filed_through_2022,5649,0,176,176,5473,0,0,82,2011-04-04,2022-11-09,,,2009-12-31,2022-09-30,,,5,5
us-gaap,PropertyPlantAndEquipmentNet,CAD,stock_without_start,validation_filed_2023,643,0,23,23,620,0,0,11,2023-02-09,2023-11-09,,,2020-12-31,2023-09-30,,,3,3
us-gaap,PropertyPlantAndEquipmentNet,CNY,stock_without_start,development_filed_through_2022,1860,0,62,62,1798,0,0,31,2012-01-31,2022-10-28,,,2011-06-30,2022-06-30,,,1,1
us-gaap,PropertyPlantAndEquipmentNet,CNY,stock_without_start,validation_filed_2023,120,0,4,4,116,0,0,2,2023-03-24,2023-10-30,,,2022-06-30,2023-06-30,,,1,1
us-gaap,PropertyPlantAndEquipmentNet,ILS,stock_without_start,development_filed_through_2022,112,0,2,2,110,0,0,1,2012-05-17,2012-05-17,,,2011-12-31,2012-03-31,,,1,1
us-gaap,PropertyPlantAndEquipmentNet,USD,stock_without_start,development_filed_through_2022,8106114,508,160269,160269,7945337,0,0,77553,2009-04-15,2022-12-29,,,2006-12-31,2022-11-30,,,1988,1988
us-gaap,PropertyPlantAndEquipmentNet,USD,stock_without_start,validation_filed_2023,682240,58,14186,14186,667996,0,0,6931,2023-01-05,2023-12-29,,,2019-12-31,2023-11-30,,,1785,1785
us-gaap,RetainedEarningsAccumulatedDeficit,CAD,stock_without_start,development_filed_through_2022,5727,0,177,177,5550,0,0,83,2011-04-04,2022-11-09,,,2008-12-31,2022-09-30,,,5,5
us-gaap,RetainedEarningsAccumulatedDeficit,CAD,stock_without_start,validation_filed_2023,748,0,27,27,721,0,0,12,2023-02-09,2023-11-09,,,2021-12-31,2023-09-30,,,3,3
us-gaap,RetainedEarningsAccumulatedDeficit,CNY,stock_without_start,development_filed_through_2022,720,0,24,24,696,0,0,12,2016-05-16,2022-10-28,,,2015-06-30,2022-06-30,,,1,1
us-gaap,RetainedEarningsAccumulatedDeficit,CNY,stock_without_start,validation_filed_2023,120,0,4,4,116,0,0,2,2023-03-24,2023-10-30,,,2022-06-30,2023-06-30,,,1,1
us-gaap,RetainedEarningsAccumulatedDeficit,ILS,stock_without_start,development_filed_through_2022,336,0,6,6,330,0,0,3,2011-09-14,2012-05-17,,,2010-12-31,2012-03-31,,,1,1
us-gaap,RetainedEarningsAccumulatedDeficit,USD,stock_without_start,development_filed_through_2022,8744805,397,173607,173607,8570801,0,0,83765,2009-04-15,2022-12-29,,,1997-06-30,2022-12-01,,,2120,2120
us-gaap,RetainedEarningsAccumulatedDeficit,USD,stock_without_start,validation_filed_2023,829802,70,17430,17430,812302,0,0,8434,2023-01-04,2023-12-29,,,2014-06-30,2023-11-30,,,2108,2108
us-gaap,StockIssuedDuringPeriodSharesShareBasedCompensation,shares,flow_with_start,development_filed_through_2022,237103,35,4953,4953,232115,0,0,2182,2009-08-10,2022-12-29,2007-01-01,2022-09-01,2007-12-31,2022-11-30,12,1623,247,247
us-gaap,StockIssuedDuringPeriodSharesShareBasedCompensation,shares,flow_with_start,validation_filed_2023,20892,0,469,469,20423,0,0,179,2023-02-02,2023-12-20,2019-01-01,2023-09-01,2019-12-31,2023-11-30,12,371,78,78
us-gaap,StockIssuedDuringPeriodSharesShareBasedCompensation,shares,stock_without_start,development_filed_through_2022,333,0,7,7,326,0,0,7,2014-08-07,2017-04-11,,,2014-06-27,2015-06-26,,,2,2
us-gaap,StockIssuedDuringPeriodSharesShareBasedCompensation,shares,stock_without_start,validation_filed_2023,126,0,2,2,124,0,0,2,2023-10-30,2023-10-30,,,2023-09-13,2023-09-13,,,2,2
us-gaap,StockIssuedDuringPeriodValueShareBasedCompensation,CAD,flow_with_start,development_filed_through_2022,1258,0,34,34,1224,0,0,13,2011-04-04,2017-07-20,2008-01-01,2017-01-01,2008-12-31,2017-06-30,90,366,1,1
us-gaap,StockIssuedDuringPeriodValueShareBasedCompensation,USD,flow_with_start,development_filed_through_2022,2216574,0,46617,46617,2169957,0,0,17741,2009-07-24,2022-12-29,1984-12-05,2022-09-02,2002-12-31,2022-12-01,7,9492,977,977
us-gaap,StockIssuedDuringPeriodValueShareBasedCompensation,USD,flow_with_start,validation_filed_2023,338375,0,7137,7137,331238,0,0,2214,2023-01-05,2023-12-26,2019-07-01,2023-09-01,2020-06-30,2023-11-30,61,457,637,637
us-gaap,StockIssuedDuringPeriodValueShareBasedCompensation,USD,stock_without_start,development_filed_through_2022,204,0,3,3,201,0,0,3,2018-11-01,2019-05-02,,,2018-06-29,2018-06-29,,,1,1
us-gaap,StockRepurchaseProgramAuthorizedAmount1,TND,stock_without_start,development_filed_through_2022,25,0,1,1,24,0,0,1,2022-09-12,2022-09-12,,,2020-12-31,2020-12-31,,,1,1
us-gaap,StockRepurchaseProgramAuthorizedAmount1,USD,stock_without_start,development_filed_through_2022,496120,567,10413,10413,485140,0,0,7657,2014-06-25,2022-12-29,,,1995-04-30,2022-10-31,,,769,766
us-gaap,StockRepurchaseProgramAuthorizedAmount1,USD,stock_without_start,validation_filed_2023,85197,34,1870,1870,83293,0,0,1344,2023-01-05,2023-12-22,,,2000-05-31,2023-11-07,,,491,491
us-gaap,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,CAD,stock_without_start,development_filed_through_2022,185,0,5,5,180,0,0,4,2015-02-23,2016-04-20,,,2014-12-31,2016-03-31,,,1,1
us-gaap,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,CAD,stock_without_start,validation_filed_2023,20,0,1,1,19,0,0,1,2023-02-09,2023-02-09,,,2022-10-24,2022-10-24,,,1,1
us-gaap,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,USD,stock_without_start,development_filed_through_2022,342495,69,7266,7266,335160,0,0,6010,2014-07-10,2022-12-29,,,2011-03-31,2022-11-30,,,547,547
us-gaap,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,USD,stock_without_start,validation_filed_2023,60180,730,1311,1311,58139,0,0,1122,2023-01-05,2023-12-22,,,2011-12-21,2023-11-30,,,389,389
us-gaap,StockholdersEquity,CAD,stock_without_start,development_filed_through_2022,9307,0,269,269,9038,0,0,84,2011-04-04,2022-11-09,,,2003-12-31,2022-09-30,,,5,5
us-gaap,StockholdersEquity,CAD,stock_without_start,validation_filed_2023,896,0,31,31,865,0,0,12,2023-02-09,2023-11-09,,,2019-12-31,2023-09-30,,,3,3
us-gaap,StockholdersEquity,CNY,stock_without_start,development_filed_through_2022,1860,0,62,62,1798,0,0,31,2012-01-31,2022-10-28,,,2011-06-30,2022-06-30,,,1,1
us-gaap,StockholdersEquity,CNY,stock_without_start,validation_filed_2023,120,0,4,4,116,0,0,2,2023-03-24,2023-10-30,,,2022-06-30,2023-06-30,,,1,1
us-gaap,StockholdersEquity,EUR,stock_without_start,development_filed_through_2022,73,0,1,1,72,0,0,1,2012-12-20,2012-12-20,,,2011-09-30,2011-09-30,,,1,1
us-gaap,StockholdersEquity,ILS,stock_without_start,development_filed_through_2022,784,0,14,14,770,0,0,3,2011-09-14,2012-05-17,,,2007-12-31,2012-03-31,,,1,1
us-gaap,StockholdersEquity,USD,stock_without_start,development_filed_through_2022,13139435,464,257595,257595,12881376,0,0,83432,2009-04-15,2022-12-29,,,1988-08-04,2022-12-01,,,2151,2151
us-gaap,StockholdersEquity,USD,stock_without_start,validation_filed_2023,1627774,48,33349,33349,1594377,0,0,8352,2023-01-04,2023-12-29,,,2013-12-31,2023-11-30,,,2092,2092
